Expedition,Site,Hole,Program,Longitude,Latitude,Water Depth (m),Core Recovered (m)
94,607,A,DSDP,-32.9573,41.0012,3427,205
94,608,,DSDP,-23.0875,42.8367,3526,428
94,608,A,DSDP,-23.0875,42.8367,3526,144
94,609,,DSDP,-24.2382,49.8778,3884,301
94,609,A,DSDP,-24.2382,49.8778,3884,18
94,609,B,DSDP,-24.2382,49.8778,3883,308
94,609,C,DSDP,-24.2382,49.8778,3883,35
94,610,,DSDP,-18.8868,53.2215,2417,179
94,610,A,DSDP,-18.8868,53.2215,2417,191
94,610,B,DSDP,-18.8868,53.2215,2417,136
94,610,C,DSDP,-18.8868,53.2215,2417,44
94,610,D,DSDP,-18.8948,53.2245,2445,54
94,610,E,DSDP,-18.8948,53.2245,2445,53
94,611,,DSDP,-30.3097,52.8412,3203,112
94,611,A,DSDP,-30.3097,52.8412,3201,99
94,611,B,DSDP,-30.3183,52.8358,3228,9
94,611,C,DSDP,-30.3183,52.8358,3230,344
94,611,D,DSDP,-30.3097,52.8412,3195,122
94,611,E,DSDP,-30.3097,52.8412,3195,19
95,603,D,DSDP,-70.0235,38.4998,4641,9.5
95,603,E,DSDP,-70.0228,35.4997,4641,0.6
95,603,F,DSDP,-70.0227,35.4978,4640,18
95,612,,DSDP,-72.7738,38.8202,1386,581
95,613,,DSDP,-72.5238,38.771,2309,358
96,614,,DSDP,-86.1368,25.068,3310,37
96,614,A,DSDP,-86.1368,25.068,3310,56
96,615,,DSDP,-85.9922,25.2223,3268,175
96,615,A,DSDP,-85.9925,25.2225,3268,52
96,616,,DSDP,-86.8805,26.8112,2983,143
96,616,A,DSDP,-86.881,26.8108,2983,24
96,616,B,DSDP,-86.8808,26.811,2983,114
96,617,,DSDP,-88.5278,26.6988,2467,112
96,617,A,DSDP,-88.5278,26.6988,2467,57
96,618,,DSDP,-91.2622,27.0113,2412,67
96,618,A,DSDP,-91.2622,27.0113,2412,18
96,619,,DSDP,-91.409,27.1935,2259,119
96,619,A,DSDP,-91.409,27.1935,2259,5.3
96,620,,DSDP,-88.3708,26.8353,2608,198
96,621,,DSDP,-88.496,26.731,2481,137
96,622,,DSDP,-88.3803,26.6902,2491,100
96,622,A,DSDP,-88.3803,26.6902,2491,5.5
96,623,,DSDP,-86.2307,25.7682,3177,89
96,624,,DSDP,-86.2772,25.754,3183,75
96,624,A,DSDP,-86.2772,25.754,3183,87
100,625,A,ODP,-87.16,28.8317,889,18.8
100,625,B,ODP,-87.16,28.8317,889,222.22
100,625,C,ODP,-87.16,28.8317,889,39.36
101,626,A,ODP,-79.5468,25.6,846.8,5.01
101,626,B,ODP,-79.5468,25.6006,860,14.09
101,626,C,ODP,-79.5467,25.6003,855,66.84
101,626,D,ODP,-79.5468,25.6003,854,9.72
101,627,A,ODP,-78.2942,27.635,1026,9.47
101,627,B,ODP,-78.2942,27.635,1036,350.96
101,628,A,ODP,-78.3158,27.5308,974,217.49
101,629,A,ODP,-78.3683,27.4065,563,6.24
101,630,A,ODP,-78.3405,27.449,815,220.65
101,630,B,ODP,-78.3405,27.449,815,79.68
101,630,C,ODP,-78.3405,27.449,815,9.31
101,631,A,ODP,-75.7427,23.5867,1102,161.16
101,632,A,ODP,-75.4355,23.8407,2007,83.45
101,632,B,ODP,-75.4355,23.8407,2007,34.96
101,633,A,ODP,-75.6235,23.6885,1690,111.34
101,634,A,ODP,-77.3147,25.3837,2864,27.85
101,635,A,ODP,-77.332,25.4188,3445,6.39
101,635,B,ODP,-77.333,25.4197,3483,31.3
101,636,A,ODP,-77.3058,25.4185,3581,0.14
103,637,A,ODP,-12.8633,42.0883,5311,116.31
103,638,A,ODP,-12.1967,42.1533,4673
103,638,B,ODP,-12.1967,42.1533,4673,212.87
103,638,C,ODP,-12.1967,42.1533,4673,37.7
103,639,A,ODP,-12.2483,42.1433,4735,35.72
103,639,B,ODP,-12.25,42.1433,4758,12.67
103,639,C,ODP,-12.2517,42.1433,4792,4.84
103,639,D,ODP,-12.255,42.1433,4753,25.27
103,639,E,ODP,-12.2567,42.1433,4770,1.95
103,639,F,ODP,-12.2583,42.1433,4771,0.89
103,640,A,ODP,-12.4633,42.0167,5201,15.72
103,641,A,ODP,-12.1817,42.155,4646,40.37
103,641,B,ODP,-12.1817,42.155,4649
103,641,C,ODP,-12.1817,42.155,4650,112.48
104,642,A,ODP,2.9283,67.225,1281.6,9.9
104,642,B,ODP,2.9283,67.225,1281.6,214.61
104,642,C,ODP,2.93,67.22,1281.4,194.93
104,642,D,ODP,2.93,67.22,1281.4,119.94
104,642,E,ODP,2.93,67.22,1278.3,386.03
104,643,A,ODP,1.0333,67.715,2768.7,458.29
104,644,A,ODP,4.5767,66.6783,1225.2,238.67
104,644,B,ODP,4.5767,66.6783,1224.8,103.47
105,645,A,ODP,-64.6543,70.4572,2007.1,4.94
105,645,B,ODP,-64.6543,70.4572,2008.2,171.68
105,645,C,ODP,-64.6543,70.4572,2007.7,10.89
105,645,D,ODP,-64.6562,70.4572,2007.5,106.84
105,645,E,ODP,-64.655,70.458,2008.3,535.57
105,645,F,ODP,-64.6548,70.458,2008.3,12.34
105,645,G,ODP,-64.6548,70.458,2007.5,8.49
105,646,A,ODP,-48.3691,58.2093,3440.3,92.14
105,646,B,ODP,-48.3691,58.2093,3440.3,404.25
105,647,A,ODP,-45.262,53.3313,3868.5,444.6
105,647,B,ODP,-45.262,53.3313,3860.2,93.17
106,648,A,ODP,-44.9472,22.9218,3299.4,0.14
106,648,B,ODP,-44.9471,22.922,3333.3,6.77
106,649,A,ODP,-44.9507,23.369,3516.9
106,649,B,ODP,-44.9507,23.369,3516.9,6
106,649,C,ODP,-44.9507,23.369,3518.4,0.15
106,649,D,ODP,-44.9507,23.369,3517.4
106,649,E,ODP,-44.9507,23.369,3519.4,0.12
106,649,F,ODP,-44.9507,23.369,3514.4,0.04
106,649,G,ODP,-44.9512,23.3693,3517.7,0.25
106,649,H,ODP,-44.9512,23.3693,3510.7,0.15
106,649,I,ODP,-44.9512,23.3693,3510.7
106,649,J,ODP,-44.9512,23.3693,3506.7
107,650,A,ODP,13.9008,39.3567,3516.3,311.13
107,650,B,ODP,13.9008,39.3567,3516.3
107,651,A,ODP,12.7565,40.1505,3578,185.66
107,652,A,ODP,12.1432,40.355,3446,445.3
107,653,A,ODP,11.4498,40.2643,2817,211.29
107,653,B,ODP,11.4492,40.2643,2817,217.58
107,654,A,ODP,10.6967,40.5793,2208,239.84
107,655,A,ODP,12.4653,40.1722,3290,77.38
107,655,B,ODP,12.4655,40.1887,3290,49.32
107,656,A,ODP,12.1838,40.1844,3597,50.03
107,656,B,ODP,12.1908,40.1848,3597,56.39
108,657,A,ODP,-20.9488,21.3315,4232,127.57
108,657,B,ODP,-20.9488,21.3315,4232,133.54
108,658,A,ODP,-18.5808,20.7492,2263.5,294.98
108,658,B,ODP,-18.5808,20.7492,2264.2,176.14
108,658,C,ODP,-18.5808,20.7492,2262.9,70.38
108,659,A,ODP,-21.0262,18.0772,3071.2,174.95
108,659,B,ODP,-21.0262,18.0772,3073.4,163.75
108,659,C,ODP,-21.0262,18.0772,3070.5,72.48
108,660,A,ODP,-19.2456,10.0135,4332.2,163.74
108,660,B,ODP,-19.2456,10.0135,4332.3,141.98
108,661,A,ODP,-19.3861,9.4468,4012.7,234.93
108,661,B,ODP,-19.3861,9.4468,4013.1,81.43
108,662,A,ODP,-11.7392,-1.3902,3813.8,203.87
108,662,B,ODP,-11.7392,-1.3902,3813.8,114.83
108,663,A,ODP,-11.8785,-1.1978,3607.6,119.05
108,663,B,ODP,-11.8785,-1.1978,3607.4,153.57
108,664,A,ODP,-23.2275,0.1073,3806,9.64
108,664,B,ODP,-23.2275,0.1073,3806.3,245.02
108,664,C,ODP,-23.2275,0.1073,3806.8,57.18
108,664,D,ODP,-23.2275,0.1073,3801.7,302.85
108,665,A,ODP,-19.6678,2.9512,4740.4,99.97
108,665,B,ODP,-19.6678,2.9512,4741.8,72.48
108,666,A,ODP,-20.1672,3.4973,4516.8,150.49
108,667,A,ODP,-21.9113,4.5692,3525,309.16
108,667,B,ODP,-21.9113,4.5692,3524.7,128.56
108,668,A,ODP,-20.927,4.7687,2690,8.79
108,668,B,ODP,-20.927,4.7687,2693.1,31.21
109,648,B,ODP,-44.9471,22.922,3329.9,17.6
109,669,A,ODP,-45.0458,23.517,1979,0.1
109,670,A,ODP,-45.0322,23.1666,3625,6.56
110,671,A,ODP,-58.7325,15.5258,4931.1,5.02
110,671,B,ODP,-58.7325,15.5258,4931.7,553.13
110,671,C,ODP,-58.7328,15.528,4936.5,16.66
110,671,D,ODP,-58.7313,15.5247,4942.5
110,672,A,ODP,-58.641,15.54,4982.5,382.62
110,673,A,ODP,-58.81,15.5317,4667.4,33.33
110,673,B,ODP,-58.6415,15.532,4678.7,247.05
110,674,A,ODP,-58.8515,15.5382,4550.2,354.58
110,675,A,ODP,-58.7168,15.5295,5007.8,44.74
110,676,A,ODP,-58.7033,15.5308,5059.6,262.09
111,504,B,ODP,-83.7303,1.2269,3460,27.36
111,677,A,ODP,-83.737,1.2023,3472,279.44
111,677,B,ODP,-83.737,1.2024,3473,93.03
111,678,A,ODP,-83.7232,1.2168,3464,0.54
111,678,B,ODP,-83.7232,1.2168,3465,35.1
112,679,A,ODP,-78.2653,-11.0587,434,7
112,679,B,ODP,-78.2723,-11.0633,458,102.99
112,679,C,ODP,-78.2722,-11.0635,458,69.78
112,679,D,ODP,-78.2722,-11.0638,462,116.03
112,679,E,ODP,-78.2723,-11.063,462,36.3
112,680,A,ODP,-78.0778,-11.065,272,81.19
112,680,B,ODP,-78.0778,-11.065,273,98.45
112,680,C,ODP,-78.0778,-11.065,272,35.04
112,681,A,ODP,-77.9577,-10.9767,161,112.4
112,681,B,ODP,-77.9577,-10.9767,162,97.3
112,681,C,ODP,-77.9577,-10.9767,162,86.24
112,682,A,ODP,-79.0622,-11.2665,3801,127.04
112,683,A,ODP,-80.4067,-9.0282,3087,217.67
112,683,B,ODP,-80.4043,-9.0265,3077,30.67
112,684,A,ODP,-79.9558,-8.9915,438,72.5
112,684,B,ODP,-79.9558,-8.9915,439,37.17
112,684,C,ODP,-79.9558,-8.9915,438,56.23
112,685,A,ODP,-80.5835,-9.113,5093,278.65
112,686,A,ODP,-76.8915,-13.4802,454,181.71
112,686,B,ODP,-76.8915,-13.4802,458,225.53
112,687,A,ODP,-76.9905,-12.863,316,108.29
112,687,B,ODP,-76.9905,-12.863,316,87.43
112,688,A,ODP,-78.9428,-11.5377,3827,245.29
112,688,B,ODP,-78.9428,-11.5377,3830
112,688,C,ODP,-78.9428,-11.5377,3829,1.19
112,688,D,ODP,-78.9428,-11.5377,3836
112,688,E,ODP,-78.9442,-11.538,3827,151.98
113,689,A,ODP,3.0999,-64.517,2080,9.35
113,689,B,ODP,3.0999,-64.517,2080,229.45
113,689,C,ODP,3.1004,-64.517,2080.3,20.54
113,689,D,ODP,3.1004,-64.517,2080.3,115.97
113,690,A,ODP,1.2049,-65.1605,2914,9.86
113,690,B,ODP,1.2049,-65.1605,2914,214.68
113,690,C,ODP,1.2047,-65.1603,2914,185.6
113,691,A,ODP,-13.811,-70.742,3035,0.05
113,691,B,ODP,-13.8093,-70.744,2038
113,691,C,ODP,-13.8113,-70.743,3025
113,692,A,ODP,-13.8201,-70.7241,2880,0.65
113,692,B,ODP,-13.8199,-70.7239,2875,33.11
113,693,A,ODP,-14.5735,-70.8315,2359,213.58
113,693,B,ODP,-14.5744,-70.8315,2359,100.77
113,694,A,ODP,-33.4465,-66.847,4653.4,9.85
113,694,B,ODP,-33.4471,-66.847,4653.4,66.98
113,694,C,ODP,-33.4461,-66.847,4653.4,73.03
113,695,A,ODP,-43.4516,-62.3913,1300.1,254.39
113,696,A,ODP,-42.9331,-61.8491,650,58.3
113,696,B,ODP,-42.9333,-61.8493,650,156.69
113,697,A,ODP,-40.2878,-61.8106,3480,26.6
113,697,B,ODP,-40.2958,-61.8104,3480,188.3
114,698,A,ODP,-33.0993,-51.459,2137.5,52.26
114,699,A,ODP,-30.677,-51.542,3705.5,356.52
114,700,A,ODP,-30.2783,-51.533,3601,0.19
114,700,B,ODP,-30.2781,-51.533,3601,245.4
114,701,A,ODP,-23.2123,-51.985,4636.7,69.66
114,701,B,ODP,-23.2123,-51.985,4636.7,96.36
114,701,C,ODP,-23.2117,-51.985,4636.7,331.14
114,702,A,ODP,-26.3688,-50.946,3083.4,34.21
114,702,B,ODP,-26.3686,-50.946,3083.7,195.1
114,703,A,ODP,7.8947,-47.051,1796.1,192.29
114,704,A,ODP,7.4208,-46.879,2532.3,224.55
114,704,B,ODP,7.4205,-46.88,2532.3,502.75
115,705,A,ODP,61.3837,-13.167,2318,19.16
115,706,A,ODP,61.371,-13.114,2517,39.28
115,706,B,ODP,61.371,-13.114,2518,29.44
115,706,C,ODP,61.371,-13.114,2518,19.97
115,707,A,ODP,59.0168,-7.5453,1553,160.27
115,707,B,ODP,59.0168,-7.5453,1552,96.08
115,707,C,ODP,59.0168,-7.5453,1552,91.66
115,708,A,ODP,59.9438,-5.4558,4107,189.72
115,709,A,ODP,60.5517,-3.915,3047,184.74
115,709,B,ODP,60.5517,-3.915,3049,234.55
115,709,C,ODP,60.5517,-3.915,3039,330.03
115,710,A,ODP,60.98,-4.3117,3823,185.2
115,710,B,ODP,60.98,-4.3117,3821,72.06
115,711,A,ODP,61.163,-2.7427,4439,203.86
115,711,B,ODP,61.163,-2.7427,4440,89.25
115,712,A,ODP,73.4063,-4.2165,2903,41.46
115,713,A,ODP,73.3942,-4.193,2920,114.98
115,714,A,ODP,73.7867,5.06,2041,194.63
115,714,B,ODP,73.7867,5.06,2041,114.93
115,715,A,ODP,73.8313,5.0815,2273,137.62
115,716,A,ODP,73.2833,4.9333,544,262.68
116,717,A,ODP,81.3901,-0.9298,4734.7,9.64
116,717,B,ODP,81.3901,-0.9298,4734.7,13.43
116,717,C,ODP,81.3901,-0.9298,4734.7,480.52
116,718,A,ODP,81.4011,-1.0209,4730.2,9.42
116,718,B,ODP,81.4011,-1.0209,4730.2,9.26
116,718,C,ODP,81.4011,-1.0209,4730.2,274.05
116,718,D,ODP,81.4011,-1.0209,4730.2,0.17
116,718,E,ODP,81.4011,-1.0209,4730.2,9.92
116,719,A,ODP,81.3995,-0.9608,4736.8,185.53
116,719,B,ODP,81.3995,-0.9608,4736.8
117,720,A,ODP,60.744,16.1307,4033.9,89.41
117,721,A,ODP,59.8645,16.6778,1940.7,89.28
117,721,B,ODP,59.8645,16.6778,1935.5,342.78
117,721,C,ODP,59.8645,16.6778,1935.6,133.79
117,722,A,ODP,59.7953,16.6218,2022.5,225.98
117,722,B,ODP,59.7953,16.6218,2021.7,385.8
117,723,A,ODP,57.609,18.0518,804.7,298.29
117,723,B,ODP,57.6081,18.0518,805.2,295.84
117,723,C,ODP,57.609,18.0518,804.3,82.17
117,724,A,ODP,57.7865,18.4625,591,44.76
117,724,B,ODP,57.7865,18.4625,590.5,212.95
117,724,C,ODP,57.7865,18.4625,591.7,242.7
117,725,A,ODP,57.7006,18.4873,311.6,4.53
117,725,B,ODP,57.7006,18.4873,311.6,11.22
117,725,C,ODP,57.7006,18.4873,311.2,98.76
117,726,A,ODP,57.3715,17.8161,328.6,110.11
117,727,A,ODP,57.5886,17.768,910,189.46
117,727,B,ODP,57.5886,17.768,907.3,27.95
117,728,A,ODP,57.8257,17.6802,1421.9,343.72
117,728,B,ODP,57.8257,17.6802,1424.3,349.5
117,729,A,ODP,57.9547,17.6446,1392.3,31.72
117,730,A,ODP,57.692,17.7314,1059.9,323.66
117,731,A,ODP,59.7025,16.4705,2359.4,359.28
117,731,B,ODP,59.7025,16.4705,2359.4,14.97
117,731,C,ODP,59.7025,16.4705,2359.4,111.54
118,732,A,ODP,57.0548,-32.547,4881.9,0.01
118,732,B,ODP,57.0548,-32.547,4878.3,1.9
118,732,C,ODP,57.0548,-32.547,4885.4,0.7
118,732,D,ODP,57.045,-32.548,4809.9,0.42
118,732,E,ODP,57.045,-32.548,4807.9,0.18
118,732,F,ODP,57.045,-32.548,4806.9,0.3
118,733,A,ODP,56.9775,-33.088,4482.9
118,733,B,ODP,56.9775,-33.088,4486.9,0.09
118,733,C,ODP,56.9775,-33.088,4486.9,0.2
118,733,D,ODP,56.9895,-33.082,5207.9,0.47
118,734,A,ODP,57.1302,-32.114,3659.6,0.05
118,734,B,ODP,57.13,-32.114,3670.4,1.1
118,734,C,ODP,57.104,-32.106,3694.9
118,734,D,ODP,57.104,-32.106,3708.9,0.79
118,734,E,ODP,57.129,-32.113,3735.1
118,734,F,ODP,57.129,-32.113,3424.9,0.1
118,734,G,ODP,57.135,-32.116,3417.4,5.95
118,735,A,ODP,57.2717,-32.722,726.9,0.1
118,735,B,ODP,57.266,-32.7233,719.9,434.81
118,736,A,ODP,71.6615,-49.403,629,147.05
118,736,B,ODP,71.6615,-49.403,628.1,27.81
118,736,C,ODP,71.6615,-49.403,629,77.41
118,737,A,ODP,73.0324,-50.228,564,181.64
118,737,B,ODP,73.0324,-50.228,564,298.35
118,738,A,ODP,82.7878,-62.709,2252.7,2.76
118,738,B,ODP,82.7878,-62.709,2252.5,170.85
118,738,C,ODP,82.7878,-62.709,2252.5,146.29
118,739,A,ODP,75.0818,-67.285,412.4,5.73
118,739,B,ODP,75.0818,-67.285,412.4,1.92
118,739,C,ODP,75.0818,-67.285,412.4,168.5
118,740,A,ODP,76.6819,-68.764,807.5,72.19
118,740,B,ODP,76.6819,-68.764,814.4,1.6
118,741,A,ODP,76.3825,-68.387,551.4,33.6
118,742,A,ODP,75.409,-67.553,415.7,168.73
118,743,A,ODP,74.6905,-66.916,998.7,21.8
118,744,A,ODP,80.595,-61.579,2307.3,144.91
118,744,B,ODP,80.595,-61.579,2306.5,79.74
118,744,C,ODP,80.595,-61.579,2308,26.77
118,745,A,ODP,85.8542,-59.595,4082.5,9.86
118,745,B,ODP,85.8542,-59.595,4082.5,220.72
118,746,A,ODP,85.8682,-59.569,4059.5,95.07
119_120,747,A,ODP,76.794,-54.811,1695,227.34
119_120,747,B,ODP,76.794,-54.811,1697.2,48.91
119_120,747,C,ODP,76.794,-54.811,1695.2,49.5
119_120,748,A,ODP,78.9981,-58.441,1287.5,19.25
119_120,748,B,ODP,78.9981,-58.441,1290.9,190.15
119_120,748,C,ODP,78.9981,-58.441,1290.5,185.88
119_120,749,A,ODP,76.4075,-58.717,1071.5,10.04
119_120,749,B,ODP,76.4075,-58.717,1069.5,64.66
119_120,749,C,ODP,76.4075,-58.717,1069.5,29.92
119_120,750,A,ODP,81.2403,-57.592,2030.5,70.51
119_120,750,B,ODP,81.2395,-57.592,2030.5,50.43
119_120,751,A,ODP,79.8148,-57.726,1633.8,162.92
121,752,A,ODP,93.578,-30.891,1086.3,217.32
121,752,B,ODP,93.5775,-30.891,1086.3,121.91
121,753,A,ODP,93.5899,-30.839,1176.1,61.06
121,753,B,ODP,93.5899,-30.839,1176.1,0.09
121,754,A,ODP,93.5665,-30.941,1063.6,128.27
121,754,B,ODP,93.5665,-30.941,1065.5,91.85
121,755,A,ODP,93.5467,-31.03,1057.9,80.21
121,756,A,ODP,87.5968,-27.3555,1518.1,9.72
121,756,B,ODP,87.5968,-27.3555,1518.1,105.7
121,756,C,ODP,87.5982,-27.3542,1515.8,61.86
121,756,D,ODP,87.5974,-27.3548,1513.1,47.5
121,757,A,ODP,88.1816,-17.0243,1650.2,9.4
121,757,B,ODP,88.1816,-17.0243,1652.1,271.94
121,757,C,ODP,88.1802,-17.0231,1643.6,68.91
121,758,A,ODP,90.3612,5.3842,2923.6,453.83
121,758,B,ODP,90.3612,5.384,2925.6,98.68
121,758,C,ODP,90.3611,5.384,2922.2,9.4
122_123,759,A,ODP,115.5602,-16.954,2091.6
122_123,759,B,ODP,115.5605,-16.954,2091.6,129.6
122_123,760,A,ODP,115.5413,-16.922,1969.7,196.38
122_123,760,B,ODP,115.5411,-16.922,1969.7,123.02
122_123,761,A,ODP,115.535,-16.738,2188.8,9.92
122_123,761,B,ODP,115.535,-16.737,2167.9,199.08
122_123,761,C,ODP,115.535,-16.737,2167.9,72.24
122_123,762,A,ODP,112.2543,-19.887,1359.9,10.04
122_123,762,B,ODP,112.254,-19.887,1360,174.9
122_123,762,C,ODP,112.254,-19.887,1360,534.54
122_123,763,A,ODP,112.2083,-20.587,1367.5,201.88
122_123,763,B,ODP,112.2087,-20.587,1367.5,376.36
122_123,763,C,ODP,112.2085,-20.587,1367.5,332.83
122_123,764,A,ODP,115.4572,-16.566,2698.6,40.56
122_123,764,B,ODP,115.4572,-16.566,2698.6,44.33
122_123,765,A,ODP,117.5752,-15.976,5721.4,9.69
122_123,765,B,ODP,117.5752,-15.976,5717.7,270.92
122_123,765,C,ODP,117.5752,-15.976,5717.7,373.35
122_123,765,D,ODP,117.5752,-15.976,5713.8,78.7
122_123,766,A,ODP,110.4541,-19.932,3997.5,347.49
124,767,A,ODP,123.5034,4.7911,4905.6,4.14
124,767,B,ODP,123.5033,4.7915,4905.3,585.05
124,767,C,ODP,123.5034,4.7917,4905.3,44.67
124,768,A,ODP,121.2193,8,4384.4,8.8
124,768,B,ODP,121.2198,8,4384.4,293.79
124,768,C,ODP,121.2198,8,4384.4,525.69
124,769,A,ODP,121.2942,8.7856,3644.8,68.48
124,769,B,ODP,121.2946,8.7853,3643.6,281.63
124,769,C,ODP,121.2948,8.7853,3643.6,51.36
124,770,A,ODP,123.6706,5.145,4506.7,1.58
124,770,B,ODP,123.6683,5.1448,4504.9,112.41
124,770,C,ODP,123.6684,5.1448,4504.9,54.81
124,771,A,ODP,120.6797,8.6782,2858.7,89.97
124E,772,A,ODP,119.7022,16.6523,1529.5,85.62
124E,773,A,ODP,121.6533,20.206,1593.5
124E,773,B,ODP,121.653,20.206,1593.5,2.4
124E,774,A,ODP,121.7346,20.5983,1084
124E,774,B,ODP,121.7346,20.5983,1078.5
124E,775,A,ODP,121.7157,19.8512,495.5,0.31
124E,775,B,ODP,121.7157,19.8512,495.5
124E,775,C,ODP,121.7157,19.8512,495.5
124E,776,A,ODP,143.6825,17.9067,4702.5
124E,777,A,ODP,148.6881,17.6978,5800,14.69
124E,777,B,ODP,148.6881,17.6978,5800,38.41
124E,777,C,ODP,148.6881,17.6978,5800,0.84
124E,777,D,ODP,148.6881,17.6978,5800,2.13
124E,777,E,ODP,148.6881,17.6978,5806.5,0.62
124E,777,F,ODP,148.6881,17.6978,5806.5,2.46
125_126,778,A,ODP,146.666,19.499,3913.7,22.8
125_126,779,A,ODP,146.696,19.5125,3947.2,73.24
125_126,779,B,ODP,146.696,19.5125,3947.2,8.7
125_126,780,A,ODP,146.655,19.5418,3086.8,3.54
125_126,780,B,ODP,146.6537,19.5412,3094,10.34
125_126,780,C,ODP,146.6535,19.5422,3083.4,14.44
125_126,780,D,ODP,146.6533,19.5425,3088.9,9.09
125_126,781,A,ODP,146.5427,19.6318,4431.7,39.62
125_126,782,A,ODP,141.3142,30.861,2958.9,282
125_126,782,B,ODP,141.314,30.86,2965.9,0.5
125_126,783,A,ODP,141.788,30.9643,4648.8,46.95
125_126,784,A,ODP,141.738,30.908,4900.8,218.28
125_126,785,A,ODP,140.92,30.8245,2660.8,18.42
125_126,786,A,ODP,141.226,31.875,3058.1,84.95
125_126,786,B,ODP,141.2265,31.8742,3071,190.07
125_126,787,A,ODP,140.7494,32.3757,3254.5,6
125_126,787,B,ODP,140.7494,32.3757,3258.9,159.88
125_126,788,A,ODP,140.0038,30.922,1100.5,1.24
125_126,788,B,ODP,140.0031,30.9225,1102.5
125_126,788,C,ODP,140.0038,30.922,1102.5,146.15
125_126,788,D,ODP,140.0038,30.922,1102.5,12.28
125_126,789,A,ODP,139.9975,30.9201,1118,0.1
125_126,790,A,ODP,139.8439,30.9154,2222.2,35.71
125_126,790,B,ODP,139.8443,30.9161,2223.5,88.69
125_126,790,C,ODP,139.837,30.9109,2223.5,127.32
125_126,791,A,ODP,139.8701,30.9165,2268.5,179.86
125_126,791,B,ODP,139.8701,30.9165,2268.5,114.39
125_126,792,A,ODP,140.3807,32.3998,1787.3,72.09
125_126,792,B,ODP,140.3807,32.3998,1787.7,43.59
125_126,792,C,ODP,140.3801,32.3991,1787.7,0.59
125_126,792,D,ODP,140.3797,32.3983,1787.7,0.84
125_126,792,E,ODP,140.3793,32.3994,1787.7,362.07
125_126,793,A,ODP,140.8882,31.1057,2964.8,78.96
125_126,793,B,ODP,140.8881,31.1059,2964.8,697.94
127_128,794,A,ODP,138.231,40.19,2811,302.17
127_128,794,B,ODP,138.231,40.19,2811,87.4
127_128,794,C,ODP,138.231,40.19,2809.3,33.21
127_128,795,A,ODP,138.967,43.987,3300.2,258.26
127_128,795,B,ODP,138.965,43.987,3299,188.94
127_128,796,A,ODP,139.411,42.849,2570.6,158.25
127_128,796,B,ODP,139.414,42.849,2622.6,89.71
127_128,797,A,ODP,134.536,38.616,2862.2,9.73
127_128,797,B,ODP,134.536,38.616,2862.2,370.69
127_128,797,C,ODP,134.536,38.616,2864.6,164.18
127_128,794,D,ODP,138.2324,40.1894,2806.9,34.85
127_128,794,E,ODP,138.2325,40.1754,2800.9
127_128,798,A,ODP,134.7998,37.0383,903.1,148.27
127_128,798,B,ODP,134.7996,37.0385,900,514.42
127_128,798,C,ODP,134.7997,37.0385,900.1,132.08
127_128,799,A,ODP,133.8669,39.2205,2073,440.04
127_128,799,B,ODP,133.8665,39.2205,2083.5,280.48
127_128,799,C,ODP,133.8667,39.22,2071.7,23.93
129,800,A,ODP,152.3229,21.923,5686,150.73
129,801,A,ODP,156.3595,18.6428,5673.8,31.49
129,801,B,ODP,156.3597,18.642,5673.8,59.17
129,801,C,ODP,156.3598,18.6423,5674,60.6
129,802,A,ODP,153.2103,12.0963,5968.6,165.01
130,803,A,ODP,160.54,2.433,3409.7,57.99
130,803,B,ODP,160.54,2.433,3410.4,58.18
130,803,C,ODP,160.54,2.433,3410.4,226.31
130,803,D,ODP,160.541,2.433,3412.2,494.96
130,804,A,ODP,161.65,0.937,3861.7,50.52
130,804,B,ODP,161.65,0.937,3860.7,141.61
130,804,C,ODP,161.65,0.937,3861.1,273.78
130,805,A,ODP,160.528,1.228,3188.5,52.22
130,805,B,ODP,160.528,1.228,3186.8,444.89
130,805,C,ODP,160.5295,1.2282,3187.7,495.46
130,806,A,ODP,159.361,0.319,2520.7,85.95
130,806,B,ODP,159.361,0.3185,2519.9,666.36
130,806,C,ODP,159.361,0.3185,2520.8,523.62
130,807,A,ODP,156.625,3.607,2803.8,716.74
130,807,B,ODP,156.625,3.607,2806.1,280.18
130,807,C,ODP,156.625,3.606,2805.7,252.84
131,808,A,ODP,134.9444,32.352,4676,88.68
131,808,B,ODP,134.9436,32.3514,4674.2,59.71
131,808,C,ODP,134.9443,32.3528,4674.6,572.43
131,808,D,ODP,134.9429,32.3523,4672.7
131,808,E,ODP,134.9434,32.3517,4672.9
131,808,F,ODP,134.946,32.3524,4684.3,2.37
131,808,G,ODP,134.946,32.3524,4684.3,12.8
132,809,A,ODP,139.879,31.058,1819.7,0.01
132,809,B,ODP,139.8776,31.0579,1799.6
132,809,C,ODP,139.8771,31.0583,1801.5
132,809,D,ODP,139.8778,31.0581,1802
132,809,E,ODP,139.8773,31.0584,1803
132,809,F,ODP,139.877,31.058,1802.5,11.13
132,810,A,ODP,157.846,32.423,2621.9,9.74
132,810,B,ODP,157.8458,32.4228,2621.9
132,810,C,ODP,157.846,32.423,2623,143.81
133,811,A,ODP,148.1573,-16.5163,937.1,213.4
133,811,B,ODP,148.1576,-16.5158,937,15.55
133,811,C,ODP,148.1575,-16.5157,936.8,55.28
133,812,A,ODP,149.6052,-17.814,461.6,40.73
